a   m2  m3  m4  m5  m6  m7  m8  m9  m10
0.1 nan nan nan nan nan nan nan nan nan
0.10500000000000001 nan nan nan nan nan nan nan nan nan
0.11000000000000001 nan nan nan nan nan nan nan nan nan
0.11500000000000002 nan nan nan nan nan nan nan nan nan
0.12000000000000002 nan nan nan nan nan nan nan nan nan
0.12500000000000003 nan nan nan nan nan nan nan nan nan
0.13000000000000003 nan nan nan nan nan nan nan nan nan
0.13500000000000004 nan nan nan nan nan nan nan nan nan
0.14000000000000004 nan nan nan nan nan nan nan nan nan
0.14500000000000005 nan nan nan nan nan nan nan nan nan
0.15000000000000005 nan nan nan nan nan nan nan nan nan
0.15500000000000005 nan nan nan nan nan nan nan nan nan
0.16000000000000006 nan nan nan nan nan nan nan nan nan
0.16500000000000006 nan nan nan nan nan nan nan nan nan
0.17000000000000007 nan nan nan nan nan nan nan nan nan
0.17500000000000007 nan nan nan nan nan nan nan nan nan
0.18000000000000008 nan nan nan nan nan nan nan nan nan
0.18500000000000008 nan nan nan nan nan nan nan nan nan
0.19000000000000009 nan nan nan nan nan nan nan nan nan
0.1950000000000001 nan nan nan nan nan nan nan nan nan
0.2000000000000001 nan nan nan nan nan nan nan nan nan
0.2050000000000001 nan nan nan nan nan nan nan nan nan
0.2100000000000001 nan nan nan nan nan nan nan nan nan
0.2150000000000001 nan nan nan nan nan nan nan nan nan
0.2200000000000001 nan nan nan nan nan nan nan nan nan
0.22500000000000012 nan nan nan nan nan nan nan nan nan
0.23000000000000012 nan nan nan nan nan nan nan nan nan
0.23500000000000013 nan nan nan nan nan nan nan nan nan
0.24000000000000013 nan nan nan nan nan nan nan nan nan
0.24500000000000013 nan nan nan nan nan nan nan nan nan
0.2500000000000001 nan nan nan nan nan nan nan nan nan
0.2550000000000001 nan nan nan nan nan nan nan nan nan
0.2600000000000001 nan nan nan nan nan nan nan nan nan
0.2650000000000001 nan nan nan nan nan nan nan nan nan
0.27000000000000013 nan nan nan nan nan nan nan nan nan
0.27500000000000013 nan nan nan nan nan nan nan nan nan
0.28000000000000014 nan nan nan nan nan nan nan nan nan
0.28500000000000014 nan nan nan nan nan nan nan nan nan
0.29000000000000015 nan nan nan nan nan nan nan nan nan
0.29500000000000015 nan nan nan nan nan nan nan nan nan
0.30000000000000016 nan nan nan nan nan nan nan nan nan
0.30500000000000016 nan nan nan nan nan nan nan nan nan
0.31000000000000016 nan nan nan nan nan nan nan nan nan
0.31500000000000017 nan nan nan nan nan nan nan nan nan
0.3200000000000002 nan nan nan nan nan nan nan nan nan
0.3250000000000002 nan nan nan nan nan nan nan nan nan
0.3300000000000002 nan nan nan nan nan nan nan nan nan
0.3350000000000002 nan nan nan nan nan nan nan nan nan
0.3400000000000002 nan nan nan nan nan nan nan nan nan
0.3450000000000002 nan nan nan nan nan nan nan nan nan
0.3500000000000002 nan nan nan nan nan nan nan nan nan
0.3550000000000002 nan nan nan nan nan nan nan nan nan
0.3600000000000002 nan nan nan nan nan nan nan nan nan
0.3650000000000002 nan nan nan nan nan nan nan nan nan
0.3700000000000002 nan nan nan nan nan nan nan nan nan
0.3750000000000002 nan nan nan nan nan nan 2.6837274224408305 2.716052443786638 2.735855605890375
0.3800000000000002 nan nan nan nan nan 2.670467315851228 2.7211358760957225 2.7516970868135653 2.7703481199227924
0.38500000000000023 nan nan nan nan 2.626618508351401 2.708006563586255 2.756072044982448 2.7849524846850913 2.8025069556086164
0.39000000000000024 nan nan nan nan 2.6656261390985008 2.7430999162265945 2.7886819805441254 2.8159610108728477 2.832472264665373
0.39500000000000024 nan nan nan 2.573077173236412 2.702155256800978 2.775889578966001 2.819102276257125 2.844855790110837 2.860375048259016
0.40000000000000024 nan nan nan 2.61305997177796 2.736347437295255 2.8065086518499123 2.847460766155623 2.8717613783975877 2.88633782813844
0.40500000000000025 nan nan nan 2.650589492850212 2.768335283045122 2.835081798190258 2.8738771642380962 2.8967943858107996 2.910475261697303
0.41000000000000025 nan nan 2.4787312261318313 2.6858021118241964 2.7982430781888095 2.861725856759684 2.8984636504025802 2.920064047575738 2.9328947062740185
0.41500000000000026 nan nan 2.520350529685071 2.718825731213422 2.8261873888612157 2.886550403092002 2.921325407958518 2.9416727482532843 2.9536967374407928
0.42000000000000026 nan nan 2.55954941152542 2.7497803885193983 2.8522776139349735 2.9096582646553233 2.9425611172339927 2.961716503405026 2.97297562553699
0.42500000000000027 nan nan 2.596457308977358 2.7787788142463405 2.876616490787308 2.9311459941688076 2.9622634093289766 2.9802854026425543 2.9908197742634957
0.43000000000000027 nan nan 2.6311958601341106 2.80592694467811 2.8993005602243413 2.9511043048950003 2.980519283650297 2.9974640175689884 3.007312124765617
0.4350000000000003 nan nan 2.6638794472416367 2.831324393540551 2.9204205942731623 2.969618471350315 2.9974104924958267 3.013331777766326 3.022530528286417
0.4400000000000003 nan 2.3726016851760687 2.694615696877708 2.8550648862551053 2.940061990177732 2.986768698530366 3.013013895628143 3.0279633176671057 3.036548090165061
0.4450000000000003 nan 2.413703570259722 2.7235059407878257 2.87723666011877 2.958305133602036 3.002630462439113 3.027401787486633 3.0414287968682334 3.049433487680911
0.4500000000000003 nan 2.4525926609491746 2.7506456408565043 2.8979228334153144 2.97522573374756 3.0172748244366443 3.0406421994274075 3.0537941961947066 3.0612512640000396
0.4550000000000003 nan 2.4893796092825022 2.7761247813511343 2.9172017461685122 2.990895132828091 3.0307687216759884 3.0527991791487583 3.0651215915975465 3.0720621002627775
0.4600000000000003 nan 2.524168795338778 2.800028231270956 2.9351472749854848 3.005380592108943 3.043175235680851 3.0639330492528467 3.075469407770648 3.081923067656039
0.4650000000000003 nan 2.557058738282249 2.8224360793615353 2.951829124203687 3.0187455565069663 3.0545538409210065 3.074100646709108 3.0848926531925267 3.0908878611397204
0.4700000000000003 nan 2.5881424766942973 2.843423944111705 2.967313095345051 3.031049899558969 3.0649606350670475 3.0833555448189207 3.093443138138775 3.0990070163401064
0.4750000000000003 nan 2.617507920772871 2.8630632608318756 2.981661336692796 3.0423501503971453 3.0744485524495264 3.091748259132252 3.1011696770674435 3.10632811098298
