a                   PAoIinf         PAoIsup
0.30634991839014103 4.137572106001817 6.2357164587055465
0.31134991839014103 4.256657084330553 6.221065115192143
0.31634991839014104 4.371332894372257 6.205352703061077
0.32134991839014104 4.476998072961976 6.18869879098245
0.32634991839014105 4.574313076218619 6.17121139342683
0.33134991839014105 4.6638838535000104 6.1529881564951365
0.33634991839014106 4.746266970883257 6.134117410383913
0.34134991839014106 4.821974191515075 6.114679104948678
0.346349918390141 4.89147657696451 6.094745642609251
0.351349918390141 4.9552081653713955 6.074382620946692
0.356349918390141 5.013569275027187 6.053649495720169
0.361349918390141 5.06692947586909 6.032600173641653
0.366349918390141 5.115630266062343 6.011283543051267
0.37134991839014103 5.15998748626223 5.989743949606796
0.37634991839014104 5.2002935001805035 5.968021623212648
0.38134991839014104 5.236819166640649 5.946153061645444
0.38634991839014104 5.269815625317177 5.924171375668159
0.39134991839014105 5.299515915751991 5.902106599847173
0.396349918390141 5.326136446971569 5.87998597278458
0.401349918390141 5.349878333046117 5.857834190040833
0.406349918390141 5.37092860819687 5.83567363264128
0.411349918390141 5.389461333536813 5.813524573726767
0.416349918390141 5.405638606194707 5.791405365616781
0.421349918390141 5.419611480397912 5.769332609297685
0.426349918390141 5.43152080905516 5.747321308124125
0.43134991839014103 5.441498013467937 5.725385007324235
0.43634991839014103 5.449665787993126 5.70353592072529
0.44134991839014104 5.456138745766378 5.681785045963282
0.44634991839014104 5.461024010963955 5.660142269304437
0.45134991839014105 5.464421762520295 5.638616461087014
0.45634991839014105 5.466425733720618 5.617215562685773
0.46134991839014106 5.467123671645075 5.5959466658075865
0.46634991839014106 5.4665977600464535 5.574816084843221
0.47134991839014106 5.464925008891743 5.553829422926345
0.47634991839014107 5.462177613483782 5.532991632284794
0.4813499183901411 5.458423285798506 5.512307069410474
0.486349918390141 5.453725560422077 5.491779545521928
0.491349918390141 5.448144077247009 5.471412372746829
0.49634991839014103 5.441734842884621 5.4512084064099025
