t   rho1    rho2        rho3    rho4
1	0.74395	0.0016327	0.46467	0.75395
2	0.73978	0.0040816	0.45968	0.74979
3	0.73645	0.0065306	0.45137	0.7473
4	0.73228	0.0065306	0.44389	0.7473
5	0.73061	0.0065306	0.43641	0.74564
6	0.72644	0.0073469	0.42976	0.7473
7	0.71977	0.0089796	0.42394	0.74647
8	0.71476	0.012245	0.41978	0.74564
9	0.71726	0.011429	0.4148	0.74148
10	0.71476	0.014694	0.4123	0.74065
11	0.70726	0.014694	0.40815	0.73899
12	0.70392	0.014694	0.40482	0.73732
13	0.69808	0.014694	0.39817	0.734
14	0.69308	0.018776	0.39568	0.73234
15	0.69224	0.017143	0.39069	0.73234
16	0.68807	0.013878	0.38903	0.72901
17	0.68641	0.013878	0.38238	0.72818
18	0.68307	0.016327	0.37573	0.72735
19	0.68057	0.017143	0.37157	0.72319
20	0.67473	0.016327	0.36991	0.72319
21	0.66972	0.018776	0.37157	0.72236
22	0.66389	0.020408	0.37157	0.71987
23	0.66138	0.023673	0.37074	0.71654
24	0.65888	0.02449	0.37074	0.71571
25	0.65555	0.02449	0.36492	0.71405
26	0.65304	0.02449	0.36076	0.71405
27	0.64887	0.022041	0.35495	0.71072
28	0.64554	0.022041	0.35162	0.70906
29	0.64137	0.020408	0.34913	0.70906
30	0.6372	0.018776	0.3483	0.7074
31	0.63803	0.022041	0.34663	0.70823
32	0.63803	0.022857	0.3458	0.70657
33	0.6372	0.021224	0.34663	0.70657
34	0.6372	0.021224	0.34081	0.70407
35	0.6347	0.021224	0.33832	0.70657
36	0.63636	0.021224	0.33583	0.70407
37	0.6347	0.021224	0.33167	0.7049
38	0.63136	0.023673	0.32918	0.70574
39	0.63053	0.022041	0.32751	0.7049
40	0.62636	0.021224	0.32502	0.70407
41	0.62219	0.022041	0.32336	0.7049
42	0.61968	0.022041	0.32253	0.70407
43	0.61551	0.021224	0.32086	0.7049
44	0.61468	0.020408	0.32086	0.7049
45	0.61384	0.021224	0.32253	0.70657
46	0.61134	0.021224	0.3192	0.70407
47	0.60967	0.018776	0.3192	0.70075
48	0.61051	0.019592	0.31505	0.69742
49	0.60634	0.020408	0.31421	0.6941
50	0.59883	0.021224	0.31089	0.6941
51	0.59967	0.023673	0.30923	0.6916
52	0.59967	0.026122	0.30507	0.69077
53	0.59716	0.026122	0.30424	0.69077
54	0.59716	0.026122	0.30507	0.68745
55	0.59466	0.026939	0.30424	0.68495
56	0.59383	0.02449	0.30258	0.68412
57	0.59216	0.025306	0.30341	0.68329
58	0.59216	0.025306	0.30424	0.6808
59	0.59049	0.022857	0.30258	0.6783
60	0.59049	0.023673	0.30258	0.67747
61	0.59049	0.022857	0.30424	0.67581
62	0.58966	0.020408	0.30424	0.67249
63	0.58716	0.017959	0.30341	0.67332
64	0.58716	0.018776	0.30091	0.67165
65	0.58632	0.018776	0.30091	0.66999
66	0.58465	0.020408	0.30091	0.66916
67	0.58465	0.022041	0.29759	0.66916
68	0.58382	0.022041	0.29343	0.66584
69	0.57965	0.023673	0.2926	0.66584
70	0.57631	0.02449	0.28928	0.66417
71	0.57798	0.026122	0.28346	0.66334
72	0.57715	0.026939	0.28429	0.66251
73	0.57631	0.026939	0.28429	0.66168
74	0.57548	0.025306	0.28429	0.66002
75	0.57381	0.023673	0.28263	0.66168
76	0.57381	0.02449	0.27847	0.66168
77	0.57214	0.022857	0.27515	0.65919
78	0.57131	0.022857	0.27265	0.65586
79	0.56881	0.02449	0.27182	0.65669
80	0.56547	0.023673	0.27265	0.65586
