a                   PAoIsup         PAoIinf
0.36787944117144233 2.718281828459045 2.718281828459045
0.37287944117144234 2.7539584933666963 2.6823207153348156
0.37787944117144234 2.787205453198345 2.648250321593666
0.38287944117144235 2.818175336227012 2.6159602657590506
0.38787944117144235 2.8470099772697885 2.585347705940864
0.39287944117144236 2.8738412881725974 2.5563167439708305
0.39787944117144236 2.898792048986209 2.528777883109811
0.40287944117144237 2.921976627896627 2.50264753393139
0.4078794411714423 2.9435016370686133 2.4778475635870474
0.4128794411714423 2.9634665307675228 2.4543048841859947
0.4178794411714423 2.981964151427153 2.431951076486923
0.4228794411714423 2.9990812287173334 2.4107220455078333
0.42787944117144233 3.01489883612365 2.390557705020946
0.43287944117144234 3.0294928090737545 2.371401688218487
0.43787944117144234 3.0429341282220514 2.3532010821173013
0.44287944117144235 3.055289271130278 2.335906183520266
0.44787944117144235 3.0666205352496143 2.3194702745744067
0.45287944117144235 3.0769863348152473 2.3038494161627714
0.4578794411714423 3.08644147400226 2.289002257542611
0.4628794411714423 3.095037398458417 2.274889860798781
0.4678794411714423 3.102822427121441 2.261475538820727
0.4728794411714423 3.10984196604272 2.2487247056360644
0.4778794411714423 3.1161387057735253 2.2366047380451546
0.4828794411714423 3.1217528037213595 2.2250848476009075
0.48787944117144233 3.126722052751122 2.214135962067453
0.49287944117144233 3.1310820371865398 2.2037306155716476
0.49787944117144234 3.134866277260277 2.193842846733478
0.5028794411714423 3.1381063629649324 2.184448104126348
0.5078794411714423 3.140832078170572 2.1755231584766177
0.5128794411714424 3.143071515796494 2.16704602106447
0.5178794411714424 3.1448511847546388 2.158995867835668
0.5228794411714424 3.146196109318628 2.151352968776695
0.5278794411714424 3.1471299215150994 2.144098622144589
0.5328794411714424 3.1476749470822245 2.137215093177885
0.5378794411714424 3.147852285493358 2.1306855569469016
0.5428794411714424 3.1476818845013104 2.124494045030448
0.5478794411714423 3.147182609620204 2.1186253957322085
0.5528794411714424 3.1463723089268956 2.1130652075738423
0.5578794411714423 3.1452678735322124 2.1077997958234436
0.5628794411714424 3.143885294043348 2.1028161518376964
0.5678794411714423 3.1422397133125157 2.098101905013945
0.5728794411714424 3.1403454757429987 2.093645287164761
0.5778794411714423 3.1382161734019762 2.089435099142455
0.5828794411714423 3.135864689169555 2.0854606795545934
0.5878794411714423 3.1333032371353364 2.0817118754239976
0.5928794411714423 3.130543400437224 2.0781790146580668
0.5978794411714423 3.127596166722019 2.074852880202651
0.6028794411714423 3.1244719613934784 2.071724685765238
0.6078794411714423 3.1211806788008296 2.0687860530009083
0.6126998367802821 3.1178582293527732 2.0687860530009083
